0.15623,0.97355
0.28895,0.015025
0.55675,0.034281
0.40102,0.92085
0.15934,0.0282
0.048652,0.48748
0.11357,0.2439
0.077499,0.14933
0.32732,0.0064253
0.39989,0.55853
0.19876,0.12022
0.56705,0.15033
0.46266,0.90333
0.078274,0.14584
0.093924,0.51983
0.52154,0.45699
0.090368,0.11725
0.57054,0.70483
0.93845,0.035992
0.30274,0.24377
0.27604,0.35582
0.40275,0.60494
0.0097007,0.029719
0.73511,0.9789
0.079059,0.3546
0.33288,0.58677
0.32429,0.71074
0.11137,0.066917
0.60336,0.55225
0.12498,0.7123
0.56258,0.90919
0.29365,0.13581
0.14288,0.80002
0.39811,0.034058
0.60369,0.25309
0.66055,0.75401
0.17015,0.77663
0.51234,0.94465
0.10168,0.19443
0.47849,0.7584
0.14046,0.53565
0.79006,0.53555
0.26961,0.97639
0.35658,0.56764
0.41349,0.81757
0.24932,0.14788
0.12229,0.067447
0.26324,0.98142
0.31978,0.57921
0.22576,0.40952
0.83876,0.93478
0.54456,0.85438
0.22488,0.64954
0.95471,0.50766
0.9528,0.78204
0.78547,0.57323
0.98336,0.32484
0.26681,0.51579
0.58142,0.28179
0.55698,0.24481
0.21584,0.29605
0.98423,0.28937
0.25469,0.58443
0.82064,0.22968
0.36214,0.53433
0.60901,0.20835
0.95828,0.48159
0.36952,0.41635
0.77842,0.49752
0.91923,0.72717
0.80096,0.18338
0.55417,0.24333
0.72894,0.23451
0.77273,0.44511
0.74209,0.68744
0.53991,0.38352
0.59447,0.97125
0.57764,0.77321
0.83567,0.011925
0.97659,0.10413
0.47829,0.72008
0.84983,0.89826
0.61871,0.83172
0.76762,0.24862
0.79306,0.81356
0.73281,0.065702
0.62609,0.058733
0.72003,0.98854
0.87977,0.99613
0.69688,0.16909
0.82848,0.71551
0.51436,0.044197
0.94374,0.74948
0.41008,0.81748
0.79765,0.94132
0.72157,0.28067
0.85251,0.48859
0.86683,0.37377
0.73355,0.049994
0.86298,0.66892
